SrcEntity	TgtEntity	Score
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4161	http://purl.obolibrary.org/obo/DOID_6204	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6239	http://purl.obolibrary.org/obo/DOID_1357	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5437	http://purl.obolibrary.org/obo/DOID_769	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40315	http://purl.obolibrary.org/obo/DOID_3069	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26969	http://purl.obolibrary.org/obo/DOID_9858	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3146	http://purl.obolibrary.org/obo/DOID_3151	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7445	http://purl.obolibrary.org/obo/DOID_3069	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6282	http://purl.obolibrary.org/obo/DOID_1749	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40187	http://purl.obolibrary.org/obo/DOID_3744	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35805	http://purl.obolibrary.org/obo/DOID_883	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97083	http://purl.obolibrary.org/obo/DOID_934	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5341	http://purl.obolibrary.org/obo/DOID_5041	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125488	http://purl.obolibrary.org/obo/DOID_0050737	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40328	http://purl.obolibrary.org/obo/DOID_0060109	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6935	http://purl.obolibrary.org/obo/DOID_1140	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4045	http://purl.obolibrary.org/obo/DOID_3181	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3663	http://purl.obolibrary.org/obo/DOID_121	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3207	http://purl.obolibrary.org/obo/DOID_75	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27038	http://purl.obolibrary.org/obo/DOID_9500	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84535	http://purl.obolibrary.org/obo/DOID_639	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97177	http://purl.obolibrary.org/obo/DOID_1969	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40366	http://purl.obolibrary.org/obo/DOID_3458	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34811	http://purl.obolibrary.org/obo/DOID_6050	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142172	http://purl.obolibrary.org/obo/DOID_14749	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C131450	http://purl.obolibrary.org/obo/DOID_10609	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7813	http://purl.obolibrary.org/obo/DOID_712	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39865	http://purl.obolibrary.org/obo/DOID_3856	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40189	http://purl.obolibrary.org/obo/DOID_3744	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5536	http://purl.obolibrary.org/obo/DOID_1749	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6381	http://purl.obolibrary.org/obo/DOID_1294	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5735	http://purl.obolibrary.org/obo/DOID_3121	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36086	http://purl.obolibrary.org/obo/DOID_6839	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34744	http://purl.obolibrary.org/obo/DOID_5614	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116767	http://purl.obolibrary.org/obo/DOID_2769	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34447	http://purl.obolibrary.org/obo/DOID_1749	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85202	http://purl.obolibrary.org/obo/DOID_0050826	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40178	http://purl.obolibrary.org/obo/DOID_9460	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34885	http://purl.obolibrary.org/obo/DOID_5100	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27102	http://purl.obolibrary.org/obo/DOID_2825	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4570	http://purl.obolibrary.org/obo/DOID_117	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98949	http://purl.obolibrary.org/obo/DOID_0060668	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6068	http://purl.obolibrary.org/obo/DOID_0060058	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40018	http://purl.obolibrary.org/obo/DOID_4895	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C79598	http://purl.obolibrary.org/obo/DOID_331	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27467	http://purl.obolibrary.org/obo/DOID_8719	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3915	http://purl.obolibrary.org/obo/DOID_305	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84937	http://purl.obolibrary.org/obo/DOID_9252	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27044	http://purl.obolibrary.org/obo/DOID_397	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116006	http://purl.obolibrary.org/obo/DOID_974	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4734	http://purl.obolibrary.org/obo/DOID_9538	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3507	http://purl.obolibrary.org/obo/DOID_7	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35202	http://purl.obolibrary.org/obo/DOID_0050827	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C99025	http://purl.obolibrary.org/obo/DOID_1247	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5553	http://purl.obolibrary.org/obo/DOID_0060058	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84923	http://purl.obolibrary.org/obo/DOID_0080015	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6779	http://purl.obolibrary.org/obo/DOID_3565	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6021	http://purl.obolibrary.org/obo/DOID_3382	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34389	http://purl.obolibrary.org/obo/DOID_10316	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118634	http://purl.obolibrary.org/obo/DOID_0050735	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84797	http://purl.obolibrary.org/obo/DOID_0060340	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26685	http://purl.obolibrary.org/obo/DOID_780	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3672	http://purl.obolibrary.org/obo/DOID_10575	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82833	http://purl.obolibrary.org/obo/DOID_0050736	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42086	http://purl.obolibrary.org/obo/DOID_540	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9296	http://purl.obolibrary.org/obo/DOID_299	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4588	http://purl.obolibrary.org/obo/DOID_8719	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82343	http://purl.obolibrary.org/obo/DOID_225	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40284	http://purl.obolibrary.org/obo/DOID_2101	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27494	http://purl.obolibrary.org/obo/DOID_1967	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28194	http://purl.obolibrary.org/obo/DOID_341	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4944	http://purl.obolibrary.org/obo/DOID_3842	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4109	http://purl.obolibrary.org/obo/DOID_2513	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84798	http://purl.obolibrary.org/obo/DOID_12558	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27506	http://purl.obolibrary.org/obo/DOID_255	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3926	http://purl.obolibrary.org/obo/DOID_471	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6483	http://purl.obolibrary.org/obo/DOID_9598	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5832	http://purl.obolibrary.org/obo/DOID_270	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27505	http://purl.obolibrary.org/obo/DOID_255	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7327	http://purl.obolibrary.org/obo/DOID_4440	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4199	http://purl.obolibrary.org/obo/DOID_8850	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84525	http://purl.obolibrary.org/obo/DOID_1387	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45837	http://purl.obolibrary.org/obo/DOID_1799	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8271	http://purl.obolibrary.org/obo/DOID_5076	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4621	http://purl.obolibrary.org/obo/DOID_0060085	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6336	http://purl.obolibrary.org/obo/DOID_1974	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5238	http://purl.obolibrary.org/obo/DOID_4001	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27147	http://purl.obolibrary.org/obo/DOID_0060182	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84689	http://purl.obolibrary.org/obo/DOID_11256	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3976	http://purl.obolibrary.org/obo/DOID_2253	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40442	http://purl.obolibrary.org/obo/DOID_5550	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34849	http://purl.obolibrary.org/obo/DOID_934	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94352	http://purl.obolibrary.org/obo/DOID_0060044	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6999	http://purl.obolibrary.org/obo/DOID_1967	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125706	http://purl.obolibrary.org/obo/DOID_13636	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84686	http://purl.obolibrary.org/obo/DOID_53	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5790	http://purl.obolibrary.org/obo/DOID_5349	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7635	http://purl.obolibrary.org/obo/DOID_2645	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84545	http://purl.obolibrary.org/obo/DOID_10579	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5293	http://purl.obolibrary.org/obo/DOID_3565	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40387	http://purl.obolibrary.org/obo/DOID_7521	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128342	http://purl.obolibrary.org/obo/DOID_11976	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2851	http://purl.obolibrary.org/obo/DOID_526	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6980	http://purl.obolibrary.org/obo/DOID_5522	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34752	http://purl.obolibrary.org/obo/DOID_0080014	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97159	http://purl.obolibrary.org/obo/DOID_0060041	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3500	http://purl.obolibrary.org/obo/DOID_870	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85072	http://purl.obolibrary.org/obo/DOID_0050836	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6539	http://purl.obolibrary.org/obo/DOID_6161	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34973	http://purl.obolibrary.org/obo/DOID_1285	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3892	http://purl.obolibrary.org/obo/DOID_0060125	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7488	http://purl.obolibrary.org/obo/DOID_0050621	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84685	http://purl.obolibrary.org/obo/DOID_9884	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35211	http://purl.obolibrary.org/obo/DOID_8778	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34445	http://purl.obolibrary.org/obo/DOID_302	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4636	http://purl.obolibrary.org/obo/DOID_10534	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5272	http://purl.obolibrary.org/obo/DOID_3842	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84540	http://purl.obolibrary.org/obo/DOID_3153	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3212	http://purl.obolibrary.org/obo/DOID_707	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27312	http://purl.obolibrary.org/obo/DOID_2834	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6800	http://purl.obolibrary.org/obo/DOID_2095	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26721	http://purl.obolibrary.org/obo/DOID_1247	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3153	http://purl.obolibrary.org/obo/DOID_2152	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8091	http://purl.obolibrary.org/obo/DOID_3382	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128426	http://purl.obolibrary.org/obo/DOID_13034	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34390	http://purl.obolibrary.org/obo/DOID_10316	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85221	http://purl.obolibrary.org/obo/DOID_5113	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5606	http://purl.obolibrary.org/obo/DOID_3030	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84673	http://purl.obolibrary.org/obo/DOID_0060036	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35476	http://purl.obolibrary.org/obo/DOID_0080008	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27420	http://purl.obolibrary.org/obo/DOID_3748	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35434	http://purl.obolibrary.org/obo/DOID_2834	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27153	http://purl.obolibrary.org/obo/DOID_417	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3762	http://purl.obolibrary.org/obo/DOID_2645	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27889	http://purl.obolibrary.org/obo/DOID_4471	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7154	http://purl.obolibrary.org/obo/DOID_3347	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5569	http://purl.obolibrary.org/obo/DOID_3165	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35885	http://purl.obolibrary.org/obo/DOID_2345	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C148315	http://purl.obolibrary.org/obo/DOID_1441	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27168	http://purl.obolibrary.org/obo/DOID_0050847	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35014	http://purl.obolibrary.org/obo/DOID_2030	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6171	http://purl.obolibrary.org/obo/DOID_730	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34553	http://purl.obolibrary.org/obo/DOID_10140	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142083	http://purl.obolibrary.org/obo/DOID_700	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26900	http://purl.obolibrary.org/obo/DOID_14447	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27541	http://purl.obolibrary.org/obo/DOID_2513	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120046	http://purl.obolibrary.org/obo/DOID_0080100	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4026	http://purl.obolibrary.org/obo/DOID_3605	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35775	http://purl.obolibrary.org/obo/DOID_240	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42048	http://purl.obolibrary.org/obo/DOID_769	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150368	http://purl.obolibrary.org/obo/DOID_3753	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6492	http://purl.obolibrary.org/obo/DOID_0060092	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800	http://purl.obolibrary.org/obo/DOID_0080189	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6078	http://purl.obolibrary.org/obo/DOID_530	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114940	http://purl.obolibrary.org/obo/DOID_0050686	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84682	http://purl.obolibrary.org/obo/DOID_883	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5440	http://purl.obolibrary.org/obo/DOID_5772	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134952	http://purl.obolibrary.org/obo/DOID_0050539	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7053	http://purl.obolibrary.org/obo/DOID_483	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97168	http://purl.obolibrary.org/obo/DOID_1969	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34694	http://purl.obolibrary.org/obo/DOID_2559	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36089	http://purl.obolibrary.org/obo/DOID_1626	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5707	http://purl.obolibrary.org/obo/DOID_5041	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84706	http://purl.obolibrary.org/obo/DOID_0050548	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27495	http://purl.obolibrary.org/obo/DOID_1967	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27537	http://purl.obolibrary.org/obo/DOID_2513	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84779	http://purl.obolibrary.org/obo/DOID_0050735	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27579	http://purl.obolibrary.org/obo/DOID_2115	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5117	http://purl.obolibrary.org/obo/DOID_4921	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40138	http://purl.obolibrary.org/obo/DOID_3700	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28397	http://purl.obolibrary.org/obo/DOID_1176	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4154	http://purl.obolibrary.org/obo/DOID_7608	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5723	http://purl.obolibrary.org/obo/DOID_3498	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3088	http://purl.obolibrary.org/obo/DOID_1115	1.0
